7.81716870518258,8500
7.00703584438004,10305.5917002874
7.74994627304308,12156.3272556406
5.95536669117443,13960.8837385586
-0.179374299783404,14062.8843052224
28.5673006928299,14791.8579642636
45.1088227797779,15347.9251322951
65.0616583970094,16164.5793938945
85,15866.4422680454
103.691906019609,15974.4681935506
121.662744397913,15613.4198414922
139.177716484164,14786.628189263
155.481811060877,13458.8710732816
156.801826878891,13188.6014340284
161.913721131141,12355.5509477753
158.465312417158,10304.730245999
162.246046811079,8500
162.36921904659,6514.35184490478
162.144688854296,4732.23270957084
162.259681390392,3158.35019779469
164.15783718916,3022.14005923394
141.512612549793,2289.21256814316
124.512616605281,1293.89709268077
104.105674830842,797.327173614574
85,913.689293084824
66.0692345646166,861.16487737336
45.5436551562712,1149.60079180284
27.6773607178267,2320.54998502658
12.9262719630528,3157.39242078831
15.4485762162038,3226.10728463119
10.54153972044,4585.52372792994
10.500866641678,6698.60842998229
7.76645916519439,8500
