-54.3122111050389,-3898.67635322309
-54.3725684839222,-3780.52054746271
-53.9171110509475,-3879.4947387627
-54.2842094673397,-3789.70761270858
-52.2498857789938,-3841.95081236294
-54.674572676693,-3966.44648224832
-54.9337688045146,-4079.52300033384
-53.9301450621579,-3778.09385899666
-55.4096445908991,-4001.72321164379
-55.2074171585664,-3947.55625891684
-57.0745835759426,-3772.32857629617
-64.1300417734931,-3744.69519581186
-65.5530794487134,-4098.13340929796
-63.8255792150253,-3804.51989565252
-68.3259275691197,-3587.23054454926
-67.943216617077,-2745.37085933607
-69.1588314601602,-1861.52429954179
-73.9741380395835,-1140.28983195139
-73.8070587575323,-497.804141776313
-73.103641918994,131.021067194391
-70.6326304167512,1916.55146942484
-71.1986378943425,2505.54583384228
-73.2742474531803,3100.39431275484
-72.4417630337286,3253.21808468185
-67.3436770431215,3950.08079581731
-64.1744114435657,4470.88862969175
-61.3943729357358,5044.85354641453
-56.6002764341882,5359.89215801756
-54.5128589271539,5786.80690519863
-47.5615490726581,6396.92913381318
-43.1390408870536,6615.9933399827
-38.5287457723874,6679.74892535751
-37.1404015796799,7181.50020622532
-29.6742622696173,7425.74310472412
-19.1016180601281,7443.06664656552
-10.1542779335671,7735.16158521641
-2.06375598269736,7746.97893186485
3.82517521994903,7342.99777183321
9.09702435312429,7905.47707824536
13.1223069711602,7298.81765425721
16.5025872808773,7772.48010606742
21.2218553172831,7330.27751311522
27.1250194605402,7340.98476000837
32.5331749486094,7933.85097832616
36.8543917192099,7621.01615326274
39.9354156394888,7909.56252664372
42.9890256640837,7734.07371257313
47.4671546210972,7723.03243354478
48.4836622559488,7350.83685158652
50.8792663313734,7409.68819141129
56.8341123578193,7090.40749741128
57.5533855980786,6616.5997725313
61.7997192170215,6251.05046876284
58.7100006155261,6178.082411736
60.7821052551863,6000.70735798474
66.1834402292627,5771.06569723255
66.2939697182184,5449.6626963452
66.1145086698554,4914.05115816177
71.3644281843879,4967.06507113626
72.0553817081991,4172.3880396921
76.571359585517,3952.33928445666
74.9084273979645,3212.23455915953
78.9545321679302,2451.8102960884
77.3011328272782,1599.01482307499
83.9529912163263,710.592637846028
80.7669516265661,27.383775133012
84.4245033071659,-739.945221270692
86.5561475726292,-1450.49337536697
82.8934425459865,-2344.83066956122
84.4304094781883,-3457.5570287487
86.4489553310195,-4018.47261977865
86.7890423645426,-3992.57921043525
87.9863585623958,-3859.13395509833
79.6843547022588,-4022.58743122905
74.1820349691638,-4058.1801713892
69.6076641024762,-3904.34584695627
62.8162655070862,-4054.84222187947
51.8980910606544,-4170.63341366024
42.839497226183,-3921.79575732901
34.5917206731616,-4148.95185598412
25.0357621776313,-3992.03865802186
17.1521125451317,-4078.75719143802
9.26967038757495,-4092.99891785987
1.68739200545191,-4049.72121727043
-4.82506901150881,-3793.31240486311
-10.706972652222,-3914.35251985156
-16.2352542408468,-3829.29727997259
-21.4401269917187,-4138.61205601381
-26.5624968869497,-4124.06176035449
-32.707656740268,-4050.21790237447
-34.9033634332772,-4117.58193755311
-38.4316786308427,-4077.30071849274
-43.3822321245415,-4072.0870493722
-45.4206479886097,-3888.70748065887
-46.3791429268007,-4084.38913740507
-48.8196370277836,-4082.66321375817
-49.351576056604,-4046.94453617617
-50.1100032461486,-3932.74938327317
-49.6369950013255,-3952.40467809414
